"Gene","Module"
"RXRG","grey"
"PSMC3IP","yellow"
"PLXNB3","blue"
"CSHL1","turquoise"
"MMP13","turquoise"
"PDK4","grey"
"PSIP1","red"
"PAK2","black"
"DNAJA3","blue"
"ZNF426","grey"
"BATF","green"
"TAF13","grey"
"H4C3","yellow"
"KCNS3","turquoise"
"AADAC","turquoise"
"MT3","turquoise"
"CTRB1","turquoise"
"SLC38A3","pink"
"HOXD1","turquoise"
"FASTKD2","yellow"
"EPHA1","brown"
"KL","turquoise"
"SCGB2A1","turquoise"
"PRR5","grey"
"ING2","brown"
"SFTPC","turquoise"
"DPEP1","turquoise"
"CRHBP","turquoise"
"CLCNKB","grey"
"AATK","turquoise"
"CD1C","greenyellow"
"CD84","green"
"MOG","turquoise"
"WNT5A","brown"
"PRRX1","grey"
"IL15","green"
"TBX2","magenta"
"ELK4","turquoise"
"IQCB1","pink"
"AK2","magenta"
"ADAM28","green"
"CYP3A4","pink"
"MEP1A","turquoise"
"NPY","turquoise"
"ADGRG2","grey"
"CEP135","red"
"TGM3","brown"
"CEP162","pink"
"PRG4","turquoise"
"TGM1","brown"
"ITGA9","grey"
"HABP2","turquoise"
"CASP1","green"
"LEFTY2","turquoise"
"ACTL6B","turquoise"
"FOXJ3","pink"
"CCDC22","blue"
"KIAA0319","turquoise"
"FOXG1","grey"
"SOCS6","yellow"
"SCAND2P","turquoise"
"NDP","turquoise"
"NMU","brown"
"HPD","turquoise"
"TNFAIP6","grey"
"S100A3","grey"
"MERTK","turquoise"
"ANKRD1","turquoise"
"ASPA","grey"
"USP5","blue"
"DSC3","brown"
"SERPINB8","brown"
"REL","green"
"KYAT1","turquoise"
"NR2C2","turquoise"
"RAB33A","yellow"
"MAPK11","brown"
"SNURF","grey"
"ATP2C2","brown"
"BRAF","turquoise"
"NOL4","grey"
"ADAM23","grey"
"GNB3","grey"
"OVOL2","turquoise"
"SELP","greenyellow"
"RNH1","tan"
"ELAVL4","turquoise"
"SLBP","black"
"ZNF510","turquoise"
"KNG1","turquoise"
"SNRPA1","red"
"SPN","turquoise"
"SLC6A12","turquoise"
"ZNF91","grey"
"PTPN22","green"
"DICER1","red"
"PPIL2","turquoise"
"DPYS","turquoise"
"RAD51C","purple"
"WT1","turquoise"
"ACADL","turquoise"
"EPHA3","grey"
"UCN","grey"
"COLQ","pink"
"HMGA1","blue"
"CSNK2A1","blue"
"LRRC23","turquoise"
"KEL","green"
"CHML","red"
"PLCH2","brown"
"SLC24A1","turquoise"
"HCP5","green"
"ADGRB1","turquoise"
"PTPRR","turquoise"
"CTH","yellow"
"HFE","turquoise"
"LRRC37A","pink"
"NELL1","grey"
"DISC1","magenta"
"MATN3","grey"
"RTEL1","turquoise"
"TNXA","brown"
"UGT1A6","brown"
"ZNF35","grey"
"SLC67A1-AS","turquoise"
"ZBTB6","grey"
"PRKCH","greenyellow"
"CPM","brown"
"ECM2","brown"
"GINS1","yellow"
"RAC3","blue"
"ISL1","turquoise"
"AFF2","turquoise"
"MAPK12","blue"
"RGS11","turquoise"
"SRSF6","red"
"FUT1","brown"
"H3C10","grey"
"RNASE2","green"
"ANKRD7","turquoise"
"RAB5A","brown"
"EPHA4","brown"
"EGR3","grey"
"TPM1","brown"
"STAT4","green"
"BHMT","turquoise"
"CD33","green"
"AMPD1","turquoise"
"SOX15","brown"
"LLGL1","turquoise"
"KLK8","brown"
"CXCR5","green"
"ELK3","black"
"ADRA2C","grey"
"ARSB","turquoise"
"ASGR2","turquoise"
"CLPS","turquoise"
"MCC","turquoise"
"XAF1","green"
"ADAMDEC1","green"
"ST18","turquoise"
"FZD5","turquoise"
"RIMS2","turquoise"
"PI4KB","blue"
"LHX2","grey"
"MOCS3","turquoise"
"ZNF135","turquoise"
"SLC26A3","turquoise"
"MAGI1","turquoise"
"RHAG","turquoise"
"SCML2","grey"
"IL3RA","green"
"CHP2","brown"
"CD27","green"
"CELA3B","turquoise"
"AGAP2","turquoise"
"CYP4F11","turquoise"
"RLBP1","grey"
"ABCC2","grey"
"GJB5","brown"
"PTX3","grey"
"CNBP","black"
"GDF10","turquoise"
"APOBEC2","turquoise"
"SYT5","turquoise"
"MAB21L1","turquoise"
"CLCA2","brown"
"ARHGAP6","turquoise"
"ADRB2","brown"
"ADORA3","turquoise"
"IL13RA2","grey"
"ZNF222","grey"
"BMP6","turquoise"
"ARG1","brown"
"PLA2G5","turquoise"
"TPPP","tan"
"ZNF747","turquoise"
"SLAMF1","green"
"ZNF134","grey"
"HERC3","turquoise"
"CRKL","grey"
"CRYBB1","turquoise"
"MPP3","turquoise"
"PTGIR","turquoise"
"ZNF623","yellow"
"UNC5C","turquoise"
"GPR17","turquoise"
"ENTPD3","brown"
"CDSN","brown"
"HOXC4","turquoise"
"GH2","turquoise"
"RUNDC3A","turquoise"
"NME5","grey"
"CEACAM7","turquoise"
"ANXA11","grey"
"MEOX2","brown"
"RCVRN","turquoise"
"GRB14","turquoise"
"MPHOSPH9","yellow"
"CD180","green"
"CLC","turquoise"
"CA4","turquoise"
"CETP","green"
"SELE","greenyellow"
"CPA2","turquoise"
"WNT10B","turquoise"
"PLA2G7","green"
"OPCML","turquoise"
"SRPK3","turquoise"
"EDA","turquoise"
"MAGEB2","grey"
"VAV1","green"
"RASA3","grey"
"TNFRSF10C","turquoise"
"LMTK2","turquoise"
"CST1","grey"
"ZNF507","turquoise"
"HRG","turquoise"
"CILP","turquoise"
"PAX2","turquoise"
"LHX1","turquoise"
"KCNN1","turquoise"
"B4GALT6","yellow"
"MMP17","blue"
"LIG4","grey"
"GPR4","turquoise"
"NRG1","turquoise"
"YAF2","grey"
"SPINK1","turquoise"
"ZNF136","pink"
"KPNA5","grey"
"TM4SF5","turquoise"
"TIMP4","turquoise"
"CR1","turquoise"
"PFKFB4","turquoise"
"MICB","green"
"PRKCE","turquoise"
"MAP3K13","turquoise"
"AVPR1A","turquoise"
"DLG2","turquoise"
"EGF","turquoise"
"BLK","green"
"CPN1","grey"
"CCDC9","turquoise"
"ST8SIA5","turquoise"
"PROC","turquoise"
"TGM4","turquoise"
"ZNF239","turquoise"
"ADH1C","turquoise"
"FMO4","turquoise"
"GPLD1","turquoise"
"MATK","green"
"LEFTY1","turquoise"
"GCM1","turquoise"
"PRKCG","turquoise"
"TLR3","grey"
"PRELID3A","turquoise"
"CROCC","turquoise"
"MICAL2","blue"
"LY6D","brown"
"P2RY2","brown"
"PTAFR","green"
"PRKY","turquoise"
"CDH18","turquoise"
"ADCYAP1","turquoise"
"NEUROD1","turquoise"
"TAL1","turquoise"
"NPHP1","turquoise"
"CRIPTO","grey"
"ITIH4","turquoise"
"PGGT1B","turquoise"
"HOXA4","grey"
"RGS7","turquoise"
"NTS","pink"
"SULT2A1","turquoise"
"HSD3B2","turquoise"
"IL18","brown"
"MAP4K1","green"
"CTRC","turquoise"
"ARHGAP22","green"
"NALF2","turquoise"
"PTHLH","turquoise"
"TEC","turquoise"
"NUDT4","yellow"
"MYBPH","turquoise"
"C8A","turquoise"
"RYR3","turquoise"
"FOXD1","blue"
"TRDMT1","turquoise"
"CNMD","turquoise"
"SPINK2","turquoise"
"PLA2G1B","turquoise"
"GUCY2C","turquoise"
"HLA-DOA","turquoise"
"ZKSCAN7","pink"
"CRLF1","brown"
"KNTC1","yellow"
"ABCB8","blue"
"EPPIN","turquoise"
"SMAD9","turquoise"
"RFX1","turquoise"
"SYN3","grey"
"OPHN1","turquoise"
"DAPK2","turquoise"
"SERPINA6","turquoise"
"GRP","turquoise"
"CDH15","turquoise"
"EXTL1","grey"
"SHC3","turquoise"
"CALCRL","turquoise"
"IFI16","magenta"
"MSI1","turquoise"
"LIPF","turquoise"
"GALNS","turquoise"
"CXCL6","turquoise"
"CCR7","green"
"ELAVL3","turquoise"
"CARTPT","turquoise"
"NR1H4","turquoise"
"IL2RA","green"
"PON1","turquoise"
"PRLR","turquoise"
"PDK3","grey"
"LGI1","turquoise"
"APCS","turquoise"
"PEX10","blue"
"COX6A2","brown"
"SLCO1B3","grey"
"GNAL","brown"
"OPA3","blue"
"PRM1","turquoise"
"SOCS3","turquoise"
"PTGDR2","turquoise"
"MAP3K10","turquoise"
"MAF","brown"
"KIF14","yellow"
"XCL1","green"
"REN","turquoise"
"CPLX2","turquoise"
"PIK3CG","green"
"FOLR3","turquoise"
"MYF6","turquoise"
"ZIC1","grey"
"DUSP8","tan"
"HSPB3","turquoise"
"SLC6A15","magenta"
"FOXF2","magenta"
"SCGB2A2","brown"
"EYA3","grey"
"CFP","green"
"SCN2A","turquoise"
"BDNF","turquoise"
"G3BP2","black"
"CACNG3","turquoise"
"ANK3","brown"
"SERPINA7","turquoise"
"CDX2","turquoise"
"PDE3A","turquoise"
"PF4","turquoise"
"RARRES1","green"
"TNNI2","brown"
"MYBPC2","grey"
"DGKG","turquoise"
"SLC1A1","turquoise"
"GDF1","blue"
"CD19","green"
"CACNA1A","turquoise"
"LGALS7","brown"
"NPFF","turquoise"
"ZNF536","turquoise"
"FGF9","turquoise"
"USP6","red"
"SMCP","turquoise"
"CCL13","brown"
"LRRTM2","grey"
"TIAM1","brown"
"NR0B2","turquoise"
"ABL2","magenta"
"FER","grey"
"TCL1B","green"
"ASAP2","red"
"TLL1","turquoise"
"ZNF205","grey"
"CNGA1","turquoise"
"NOX1","turquoise"
"RORC","turquoise"
"IGSF6","green"
"SERPINB7","brown"
"GCG","grey"
"ANGPTL7","grey"
"CYP26A1","turquoise"
"TRPC3","turquoise"
"MLANA","magenta"
"ZNF143","red"
"F2RL1","brown"
"CDX1","turquoise"
"TBC1D9B","grey"
"HAS2","red"
"SPOCK3","turquoise"
"B4GALNT1","turquoise"
"MPPED1","turquoise"
"S1PR4","green"
"TCTN2","turquoise"
"EPYC","grey"
"LIN7A","turquoise"
"COMMD4","blue"
"SEMG1","turquoise"
"RORB","turquoise"
"PDE1B","turquoise"
"PRMT1","blue"
"CELA1","turquoise"
"ZNF365","grey"
"MASP1","turquoise"
"DBH","turquoise"
"TBCCD1","grey"
"PTPA","blue"
"NDRG2","brown"
"RHO","turquoise"
"GABRA5","turquoise"
"DIO1","turquoise"
"WNT2B","turquoise"
"AJAP1","turquoise"
"MT1H","grey"
"NTRK3","turquoise"
"DHRS2","turquoise"
"BMX","turquoise"
"ACSBG1","brown"
"TNFRSF6B","green"
"METTL13","purple"
"AKR7A3","purple"
"PLXNC1","magenta"
"TLE3","blue"
"MBTPS2","turquoise"
"CDK17","yellow"
"NOVA2","turquoise"
"FAM30A","green"
"TRPM1","magenta"
"LTC4S","brown"
"LDB2","brown"
"PTK6","brown"
"DNAAF11","turquoise"
"XPNPEP2","turquoise"
"CD5","green"
"LAG3","green"
"SUN1","pink"
"CD36","brown"
"DLGAP1","turquoise"
"NAPA","blue"
"FHIT","turquoise"
"ITGA2B","turquoise"
"HINFP","grey"
"FMO3","greenyellow"
"COA1","yellow"
"OCA2","grey"
"RCC1","blue"
"MIS18BP1","midnightblue"
"ETV1","yellow"
"INSM1","turquoise"
"PML","blue"
"CYP24A1","turquoise"
"UGT2B4","grey"
"SUPT3H","turquoise"
"ZSCAN12","red"
"CD70","grey"
"PIP","brown"
"SIX2","turquoise"
"AIM2","green"
"CYP4F3","brown"
"AMH","grey"
"CDH16","grey"
"RGS9","grey"
"SIGLEC6","turquoise"
"GTF2A1","grey"
"MGAM","grey"
"CYTH3","purple"
"TBXT","turquoise"
"GABRR1","turquoise"
"RIBC2","grey"
"ABAT","brown"
"TRPC6","turquoise"
"SLC26A4","pink"
"RAB30","turquoise"
"DPF1","turquoise"
"SMARCB1","blue"
"CHRNA5","grey"
"GRIN2A","grey"
"SLC2A2","turquoise"
"XIAP","yellow"
"MRAS","grey"
"CYP4F12","turquoise"
"GLB1L","grey"
"KLKB1","turquoise"
"SMARCA2","brown"
"CD28","green"
"SYCP2","red"
"PPEF1","turquoise"
"INSL4","turquoise"
"NUP155","yellow"
"KLHL24","pink"
"TAC1","turquoise"
"SETMAR","red"
"THUMPD1","red"
"CLUL1","turquoise"
"ZNF702P","grey"
"SIM2","turquoise"
"MIA","grey"
"AKR1B10","brown"
"OPRL1","turquoise"
"GUSBP14","pink"
"SLC7A1","magenta"
"PHF20","pink"
"TNP1","turquoise"
"IL24","turquoise"
"PSG11","turquoise"
"MAP4K4","yellow"
"ZNF85","pink"
"KCNQ3","turquoise"
"PTP4A3","grey"
"CDKL5","turquoise"
"CEACAM1","grey"
"VIP","turquoise"
"NKX2-5","grey"
"ZKSCAN8","turquoise"
"EFEMP2","cyan"
"BNC1","brown"
"ADGRG1","magenta"
"KRABD4","red"
"LY96","green"
"MKRN3","turquoise"
"CNR2","turquoise"
"CCT6B","black"
"DAZL","turquoise"
"GFI1","green"
"DRD2","turquoise"
"RAG1","grey"
"AP3D1","magenta"
"MED22","blue"
"PASK","turquoise"
"CST6","brown"
"NRL","turquoise"
"INS","turquoise"
"SLC16A5","turquoise"
"HOXD3","turquoise"
"SLC2A4","turquoise"
"OVOL1","brown"
"ENDOU","brown"
"LIPC","turquoise"
"CBL","turquoise"
"RPGRIP1","turquoise"
"MAGEC1","grey"
"F11","turquoise"
"LINC03124","turquoise"
"CACNG1","turquoise"
"TAF1A","yellow"
"GDF5","turquoise"
"ADAM22","turquoise"
"RENBP","magenta"
"IL18R1","turquoise"
"DKK4","turquoise"
"GRAP","grey"
"EIF4H","blue"
"TRH","turquoise"
"PDE6A","turquoise"
"USP9Y","grey"
"PRPH2","turquoise"
"SSX1","green"
"SLC5A1","turquoise"
"ADAMTSL2","turquoise"
"TYR","magenta"
"PTGER2","green"
"APOBEC3B","yellow"
"CHRNA1","turquoise"
"SIX3","turquoise"
"CHRNB2","turquoise"
"RASA2","grey"
"P2RY14","brown"
"HTR2B","grey"
"HTN1","turquoise"
"GAGE12I","grey"
"TNFRSF17","green"
"DSG1","brown"
"HAL","brown"
"NR0B1","turquoise"
"GLI1","turquoise"
"HBZ","turquoise"
"ZNF571","grey"
"TFE3","brown"
"IQCC","grey"
"CPB2","turquoise"
"ZMYM5","red"
"POLR3G","yellow"
"GP1BB","brown"
"APMAP","grey"
"MYOD1","turquoise"
"UPK3B","turquoise"
"IGLL1","green"
"DBF4B","blue"
"GLRX","greenyellow"
"SP4","turquoise"
"SI","turquoise"
"BCL2L1","blue"
"GZMK","green"
"SCAMP1","red"
"SAG","turquoise"
"AQP2","turquoise"
"GPR176","grey"
"FLT3","turquoise"
"SKIL","pink"
"CEACAM8","grey"
"KRT31","brown"
"GABRA1","turquoise"
"APBA1","turquoise"
"CD5L","turquoise"
"GP2","turquoise"
"CLEC10A","greenyellow"
"ZNF165","brown"
"ATF7","turquoise"
"HCG4","grey"
"PDK1","grey"
"PTPN6","green"
"CPSF4","magenta"
"KAT5","tan"
"ASIC2","grey"
"PDIA2","turquoise"
"KCNJ10","grey"
"IL7","green"
"PNLIPRP1","turquoise"
"ZNF43","brown"
"GPR143","magenta"
"HP","turquoise"
"XK","grey"
"NPAS1","grey"
"KDM5D","grey"
"TEK","turquoise"
"CHRNB1","grey"
"CLCN5","turquoise"
"TULP1","turquoise"
"NTF3","turquoise"
"RIPOR2","green"
"FOXN2","grey"
"GPT","brown"
"EPB41L3","grey"
"GRTP1","turquoise"
"NTNG1","turquoise"
"ALOX15B","brown"
"TFEC","green"
"UMOD","turquoise"
"MYH8","turquoise"
"LMO1","turquoise"
"SYNGR4","turquoise"
"MGAT5","grey"
"CCDC181","turquoise"
"LPAR2","brown"
"CBX4","blue"
"HPGDS","brown"
"C9","grey"
"EEF1AKMT4-ECE2","turquoise"
"TNFRSF8","turquoise"
"GRIA3","turquoise"
"CNKSR2","turquoise"
"SLITRK3","turquoise"
"TULP2","turquoise"
"JRKL","red"
"CHRNA4","turquoise"
"WNT11","brown"
"APOC4","turquoise"
"HOXC5","grey"
"SYCP1","turquoise"
"SSUH2","grey"
"VEGFD","turquoise"
"ASGR1","turquoise"
"HOXC11","turquoise"
"BFSP1","grey"
"GPRIN2","turquoise"
"SPAG9","yellow"
"CD1B","brown"
"MAFK","turquoise"
"PCYT1B","brown"
"DFFB","red"
"RDH16","turquoise"
"CYP2B6","turquoise"
"CHST7","greenyellow"
"PDE5A","turquoise"
"EDN2","brown"
"FCER2","green"
"CD96","green"
"KCNA5","turquoise"
"FKBP6","turquoise"
"MPPE1","grey"
"KCNJ2","grey"
"ITGA10","grey"
"RBMS3","grey"
"RPL3L","turquoise"
"TMSB4Y","green"
"SLC35A3","red"
"UPK3A","turquoise"
"PTH2R","turquoise"
"LY6H","turquoise"
"FRMPD1","turquoise"
"CUBN","grey"
"ACRV1","turquoise"
"CRYBB2","blue"
"ASMT","grey"
"GAD2","turquoise"
"DNAJC4","tan"
"FGF4","turquoise"
"AQP8","turquoise"
"KLRC2","green"
"HTN3","turquoise"
"BRDT","grey"
"POU2F1","turquoise"
"NDUFB1","salmon"
"PDE4C","pink"
"PNMT","turquoise"
"ERBB4","turquoise"
"F2RL2","turquoise"
"CCN4","turquoise"
"NAT2","turquoise"
"DLEC1","turquoise"
"SCGB1D2","brown"
"MTHFR","turquoise"
"NPPB","turquoise"
"PAX5","green"
"PDYN","turquoise"
"CD3G","green"
"SEMA3A","grey"
"DGKI","turquoise"
"HNRNPA3P1","yellow"
"ZNF44","pink"
"ADCY8","turquoise"
"ADRB3","turquoise"
"CTF1","turquoise"
"NGF","turquoise"
"SPAG8","grey"
"CELF3","turquoise"
"CNNM2","turquoise"
"POM121L9P","turquoise"
"AGFG2","turquoise"
"L3MBTL1","turquoise"
"CES1P1","turquoise"
"OXTR","turquoise"
"PMP2","grey"
"TRPV6","brown"
"TXK","green"
"ZNF430","pink"
"SLC4A10","turquoise"
"ARSD","grey"
"SEMA3F","brown"
"ACYP2","grey"
"HBD","turquoise"
"STATH","turquoise"
"SLC6A3","turquoise"
"ALX1","magenta"
"TBX19","turquoise"
"C22orf31","turquoise"
"AFM","brown"
"PDE6H","turquoise"
"KCND1","turquoise"
"CRYBA4","turquoise"
"FBP2","turquoise"
"RNF40","blue"
"HDAC6","turquoise"
"HOXA7","pink"
"GABRG2","turquoise"
"RASL10A","turquoise"
"RNASE3","turquoise"
"EPHA7","turquoise"
"MAP3K7","red"
"HYAL2","blue"
"LILRB5","turquoise"
"FKBP1B","grey"
"HOXC6","pink"
"PAEP","grey"
"MIOS","red"
"CGGBP1","magenta"
"ZNF254","pink"
"HRK","magenta"
"CDH4","turquoise"
"GCKR","turquoise"
"STARD8","turquoise"
"CHAD","turquoise"
"PPARA","turquoise"
"ELANE","turquoise"
"SLC17A1","turquoise"
"CA6","brown"
"SLK","red"
"SIM1","turquoise"
"MXD1","grey"
"DAO","turquoise"
"NRG2","turquoise"
"P2RX6","turquoise"
"LILRA3","green"
"SLC1A6","brown"
"GP9","grey"
"SCEL","brown"
"ACKR2","turquoise"
"ARHGDIG","turquoise"
"IL12RB1","grey"
"ACTN3","turquoise"
"AMHR2","turquoise"
"SALL1","grey"
"APOA4","grey"
"PPP1R3A","turquoise"
"GNG7","magenta"
"PAGE1","turquoise"
"CDH19","yellow"
"NTSR2","turquoise"
"ZNF253","turquoise"
"BRME1","turquoise"
"MATN1","turquoise"
"ICAM5","grey"
"TNFSF9","grey"
"CLDN11","turquoise"
"CFHR2","greenyellow"
"TRIM25","turquoise"
"FOXE1","turquoise"
"BAAT","grey"
"CRTAM","green"
"NKX2-2","turquoise"
"TAT","turquoise"
"GNA13","grey"
"CPNE1","blue"
"GLE1","grey"
"VCY","turquoise"
"PRKCA","pink"
"IL11","turquoise"
"ST8SIA4","green"
"GUCY1A2","turquoise"
"ZNF124","midnightblue"
"NFIC","tan"
"GLYAT","turquoise"
"ZNF141","turquoise"
"CH25H","greenyellow"
"H6PD","turquoise"
"SIRPB1","turquoise"
"PCDH8","turquoise"
"SPTA1","turquoise"
"SRD5A2","turquoise"
"DCC","turquoise"
"POU4F1","turquoise"
"SEMA3E","grey"
"PMCH","grey"
"TGFBR1","grey"
"HTR6","turquoise"
"LCT","turquoise"
"HCN4","turquoise"
"B3GALT5","turquoise"
"NEU3","turquoise"
"RUSC1","brown"
"SCN9A","grey"
"H4C5","turquoise"
"G6PC1","brown"
"ADGRL2","brown"
"WT1-AS","turquoise"
"AQP7","turquoise"
"BGLAP","turquoise"
"AGXT","turquoise"
"UPF3A","red"
"LPAR4","turquoise"
"MED20","yellow"
"NAT8B","turquoise"
"KLF12","pink"
"CCNT1","pink"
"NFRKB","pink"
"KRT34","turquoise"
"CNTN2","turquoise"
"GPR161","magenta"
"PPFIA2","turquoise"
"CXCR6","green"
"LTA","turquoise"
"HSPH1","yellow"
"PTH","grey"
"CCR2","green"
"C8B","turquoise"
"FLT3LG","greenyellow"
"SCN4A","turquoise"
"CRYBA1","grey"
"CCR6","green"
"RIT2","turquoise"
"HSD17B3","turquoise"
"FGF18","turquoise"
"CCL25","turquoise"
"SCAF11","grey"
"TNR","turquoise"
"CCR5","green"
"DMAC2L","grey"
"CST4","grey"
"SCARF1","turquoise"
"CACNB1","turquoise"
"HS6ST1","turquoise"
"PRB3","turquoise"
"IL12RB2","magenta"
"PPP3CC","turquoise"
"TSC22D3","greenyellow"
"PLAGL1","brown"
"GUCA1B","turquoise"
"CCDC106","blue"
"NR1I3","grey"
"CXCR2","brown"
"PHOX2B","turquoise"
"GABRB1","turquoise"
"PTK7","blue"
"MMP16","grey"
"GABRA2","turquoise"
"ALDH1A2","turquoise"
"RAB27B","brown"
"AKAP4","turquoise"
"HSF2BP","turquoise"
"ZPBP","turquoise"
"LDHC","purple"
"KRT10","brown"
"CHRND","turquoise"
"GJC2","turquoise"
"ATP2B3","turquoise"
"HGFAC","grey"
"MYCNOS","turquoise"
"KITLG","turquoise"
"CSRP2","brown"
"NKX3-2","turquoise"
"CRISP1","turquoise"
"CBLIF","turquoise"
"GLI2","turquoise"
"SLC30A3","turquoise"
"GRIN2D","turquoise"
"TNFRSF11A","grey"
"SLC16A6","magenta"
"CDKN2A","magenta"
"ST13","black"
"MASP2","turquoise"
"E2F2","turquoise"
"SLC6A9","brown"
"THRB","turquoise"
"VPS50","grey"
"H4C14","grey"
"CLCNKA","turquoise"
"SLC6A11","grey"
"SCN8A","turquoise"
"CACNA2D1","turquoise"
"SLC17A4","turquoise"
"HAVCR1","turquoise"
"SLC8A1","turquoise"
"IMPG1","grey"
"GPR37L1","grey"
"SLC4A8","grey"
"SLC16A7","brown"
"PRKN","grey"
"PAX9","turquoise"
"EN2","magenta"
"ERN1","grey"
"IAPP","grey"
"TTTY14","turquoise"
"AOC2","turquoise"
"KRT75","brown"
"HRC","turquoise"
"HDC","turquoise"
"ZFP37","pink"
"SMAD6","turquoise"
"RGR","turquoise"
"ACO1","turquoise"
"IL18RAP","turquoise"
"CDKL2","turquoise"
"SLC18A1","turquoise"
"NLRP3","green"
"ASS1","brown"
"CELA2B","turquoise"
"MED6","black"
"PYY","turquoise"
"PI4KA","grey"
"CSF1","green"
"CC2D1A","blue"
"POU3F2","grey"
"CSF2RA","green"
"GAGE4","grey"
"SLC25A11","blue"
"NRAP","grey"
"ZFP30","red"
"P2RX7","blue"
"LEP","turquoise"
"OMG","turquoise"
"CXCR1","turquoise"
"SLC10A2","turquoise"
"SAA4","turquoise"
"SLC17A2","turquoise"
"MFN1","black"
"CHM","grey"
"VAMP1","green"
"AKR1D1","turquoise"
"KCND2","turquoise"
"LILRB1","green"
"PIK3R2","blue"
"LTK","turquoise"
"RPE65","turquoise"
"NIPBL","red"
"POU2F3","brown"
"KCNJ12","brown"
"ADGRE1","turquoise"
"GAB1","turquoise"
"TNF","turquoise"
"LY6G6C","brown"
"MBTD1","pink"
"GAPDHS","magenta"
"ZNF117","turquoise"
"MMP23B","brown"
"PRKG1","turquoise"
"ZNF667","grey"
"MAPK6","black"
"SULT1A2","pink"
"MATN4","brown"
"ZNF225","grey"
"UGT1A1","brown"
"HNRNPH3","red"
"ZNF223","turquoise"
"CA5B","turquoise"
"ZMYND8","red"
"GGT1","turquoise"
"PFDN5","salmon"
"ALPK1","pink"
"TPSB2","brown"
"HTR2A","turquoise"
"ARR3","turquoise"
"TONSL","grey"
"PHF2","grey"
"ATP4A","turquoise"
"ALPI","turquoise"
"KCNJ3","turquoise"
"CDK6","grey"
"CITED1","magenta"
"MSTN","pink"
"KRT32","turquoise"
"DLX2","turquoise"
"MYOZ2","turquoise"
"CDH12","pink"
"SLC18A3","turquoise"
"ADCYAP1R1","turquoise"
"NTRK2","brown"
"GLMN","pink"
"DIO3","turquoise"
"TBX5","turquoise"
"H2AC11","grey"
"GNG5","purple"
"APOBEC1","grey"
"CRTC1","turquoise"
"IL12A","turquoise"
"KIAA0087","turquoise"
"CACNA1B","turquoise"
"AKT1","blue"
"ZBTB18","red"
"HMMR","yellow"
"GNGT1","turquoise"
"CD101","turquoise"
"MACROH2A1","grey"
"LETMD1","grey"
"CDH11","cyan"
"GPC5","turquoise"
"ADIPOQ","turquoise"
"CD80","turquoise"
"PTGFR","brown"
"FRK","grey"
"TLX1","turquoise"
"HTATIP2","grey"
"CASP7","black"
"GABRA6","turquoise"
"GPR19","yellow"
"SLC6A13","turquoise"
"SLC10A1","turquoise"
"BPTF","midnightblue"
"JAK3","turquoise"
"CDK3","turquoise"
"ZZEF1","turquoise"
"ISLR","cyan"
"DNASE1L2","brown"
"AGRP","turquoise"
"ICAM4","turquoise"
"CNTN6","pink"
"TNIP1","green"
"ZIC3","turquoise"
"LIMS1","red"
"TERT","turquoise"
"OTC","turquoise"
"SLC22A1","turquoise"
"NR1I2","turquoise"
"FSCN2","turquoise"
"CEACAM4","turquoise"
"ALOX12","brown"
"RBMXL2","turquoise"
"CETN1","turquoise"
"GABRA3","turquoise"
"USP2","turquoise"
"SLC9A3","turquoise"
"SPINK4","turquoise"
"GSTT4","turquoise"
"TNFSF8","turquoise"
"F9","turquoise"
"ZFP69B","grey"
"ART4","turquoise"
"F2RL3","turquoise"
"PLA2G10","turquoise"
"PTBP3","green"
"SIGLEC7","turquoise"
"AANAT","turquoise"
"H2BC15","turquoise"
"RFPL2","turquoise"
"PRKACG","turquoise"
"KLRA1P","grey"
"CDON","grey"
"DZIP3","red"
"MITF","magenta"
"RFX3","cyan"
"GRM5","turquoise"
"ZNF345","red"
"KCNA3","green"
"PTPRC","green"
"CDK16","blue"
"LHCGR","turquoise"
"LINC01587","turquoise"
"GRIK1","turquoise"
"UGT2B17","grey"
"ZFY","grey"
"KCNA4","grey"
"SLC28A2","turquoise"
"SIX6","turquoise"
"MEP1B","turquoise"
"INE1","turquoise"
"UBN1","grey"
"SLC15A1","brown"
"LEPR","turquoise"
"MBL2","grey"
"EPO","turquoise"
"DSCR4","turquoise"
"ANKRD40CL","grey"
"FEV","turquoise"
"CNGA3","grey"
"APOF","grey"
"VEZT","pink"
"RIPPLY3","turquoise"
"ABI2","yellow"
"DEFA4","turquoise"
"CD300C","turquoise"
"SPAG11B","turquoise"
"ZNF80","grey"
"CHRNE","grey"
"CDR1","grey"
"CD209","turquoise"
"RNF185-AS1","turquoise"
"VCX2","grey"
"MYOG","turquoise"
"RPL23AP32","pink"
"BIN3-IT1","turquoise"
"ASMTL-AS1","turquoise"
"MMP25","turquoise"
"PLXNA2","brown"
"PRRG4","brown"
"MAPK7","grey"
"AGTR2","turquoise"
"SCNN1G","turquoise"
"ZNF343","grey"
"SLC17A3","turquoise"
"GRM1","turquoise"
"F7","turquoise"
"EFNA5","turquoise"
"SGCG","turquoise"
"PDE1C","turquoise"
"ZNF45","red"
"TRAPPC8","red"
"TCF15","turquoise"
"HTR2C","turquoise"
"SLCO1A2","turquoise"
"NOS1","turquoise"
"DOC2B","turquoise"
"PHKG1","turquoise"
"KIR3DL2","turquoise"
"CD226","turquoise"
